"Area","MTU","Solar - Actual Aggregated [MW] (D - 1)","Solar - Actual Aggregated [MW] (D)"
"BZN|ES","01.01.2023 19:45 - 01.01.2023 20:00 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 20:00 - 01.01.2023 20:15 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 20:15 - 01.01.2023 20:30 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 20:30 - 01.01.2023 20:45 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 20:45 - 01.01.2023 21:00 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 21:00 - 01.01.2023 21:15 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 21:15 - 01.01.2023 21:30 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 21:30 - 01.01.2023 21:45 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 21:45 - 01.01.2023 22:00 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 22:00 - 01.01.2023 22:15 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 22:15 - 01.01.2023 22:30 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 22:30 - 01.01.2023 22:45 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 22:45 - 01.01.2023 23:00 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 23:00 - 01.01.2023 23:15 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 23:15 - 01.01.2023 23:30 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 23:30 - 01.01.2023 23:45 (CET/CEST)","0","0"
"BZN|ES","01.01.2023 23:45 - 02.01.2023 00:00 (CET/CEST)","0","0"
"BZN|ES","03.01.2023 00:00 - 03.01.2023 00:15 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 00:15 - 03.01.2023 00:30 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 00:30 - 03.01.2023 00:45 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 00:45 - 03.01.2023 01:00 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 01:00 - 03.01.2023 01:15 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 01:15 - 03.01.2023 01:30 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 01:30 - 03.01.2023 01:45 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 01:45 - 03.01.2023 02:00 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 02:00 - 03.01.2023 02:15 (CET/CEST)","0","44"
"BZN|ES","03.01.2023 02:15 - 03.01.2023 02:30 (CET/CEST)","0","40"
"BZN|ES","03.01.2023 02:30 - 03.01.2023 02:45 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 02:45 - 03.01.2023 03:00 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 03:00 - 03.01.2023 03:15 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 03:15 - 03.01.2023 03:30 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 03:30 - 03.01.2023 03:45 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 03:45 - 03.01.2023 04:00 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 04:00 - 03.01.2023 04:15 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 04:15 - 03.01.2023 04:30 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 04:30 - 03.01.2023 04:45 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 04:45 - 03.01.2023 05:00 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 05:00 - 03.01.2023 05:15 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 05:15 - 03.01.2023 05:30 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 05:30 - 03.01.2023 05:45 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 05:45 - 03.01.2023 06:00 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 06:00 - 03.01.2023 06:15 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 06:15 - 03.01.2023 06:30 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 06:30 - 03.01.2023 06:45 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 06:45 - 03.01.2023 07:00 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 07:00 - 03.01.2023 07:15 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 07:15 - 03.01.2023 07:30 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 07:30 - 03.01.2023 07:45 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 07:45 - 03.01.2023 08:00 (CET/CEST)","0","36"
"BZN|ES","03.01.2023 08:00 - 03.01.2023 08:15 (CET/CEST)","0","16"
"BZN|ES","03.01.2023 08:15 - 03.01.2023 08:30 (CET/CEST)","8","24"
"BZN|ES","03.01.2023 08:30 - 03.01.2023 08:45 (CET/CEST)","12","28"
"BZN|ES","03.01.2023 08:45 - 03.01.2023 09:00 (CET/CEST)","32","56"
"BZN|ES","03.01.2023 09:00 - 03.01.2023 09:15 (CET/CEST)","152","236"
"BZN|ES","03.01.2023 09:15 - 03.01.2023 09:30 (CET/CEST)","476","700"
"BZN|ES","03.01.2023 09:30 - 03.01.2023 09:45 (CET/CEST)","1048","1444"
"BZN|ES","03.01.2023 09:45 - 03.01.2023 10:00 (CET/CEST)","1912","2328"
"BZN|ES","03.01.2023 10:00 - 03.01.2023 10:15 (CET/CEST)","2752","3264"
"BZN|ES","03.01.2023 10:15 - 03.01.2023 10:30 (CET/CEST)","3528","4260"
"BZN|ES","03.01.2023 10:30 - 03.01.2023 10:45 (CET/CEST)","4240","5148"
"BZN|ES","03.01.2023 10:45 - 03.01.2023 11:00 (CET/CEST)","5148","5760"
"BZN|ES","03.01.2023 11:00 - 03.01.2023 11:15 (CET/CEST)","5752","6204"
"BZN|ES","03.01.2023 11:15 - 03.01.2023 11:30 (CET/CEST)","6256","6612"
"BZN|ES","03.01.2023 11:30 - 03.01.2023 11:45 (CET/CEST)","6376","7000"
"BZN|ES","03.01.2023 11:45 - 03.01.2023 12:00 (CET/CEST)","6760","7320"
"BZN|ES","03.01.2023 12:00 - 03.01.2023 12:15 (CET/CEST)","6944","7588"
"BZN|ES","03.01.2023 12:15 - 03.01.2023 12:30 (CET/CEST)","7128","7728"
"BZN|ES","03.01.2023 12:30 - 03.01.2023 12:45 (CET/CEST)","7272","7872"
"BZN|ES","03.01.2023 12:45 - 03.01.2023 13:00 (CET/CEST)","7420","7972"
"BZN|ES","03.01.2023 13:00 - 03.01.2023 13:15 (CET/CEST)","7516","8068"
"BZN|ES","03.01.2023 13:15 - 03.01.2023 13:30 (CET/CEST)","7596","8176"
"BZN|ES","03.01.2023 13:30 - 03.01.2023 13:45 (CET/CEST)","7680","8320"
"BZN|ES","03.01.2023 13:45 - 03.01.2023 14:00 (CET/CEST)","7664","8464"
"BZN|ES","03.01.2023 14:00 - 03.01.2023 14:15 (CET/CEST)","7680","8596"
"BZN|ES","03.01.2023 14:15 - 03.01.2023 14:30 (CET/CEST)","7740","8676"
"BZN|ES","03.01.2023 14:30 - 03.01.2023 14:45 (CET/CEST)","7796","8804"
"BZN|ES","03.01.2023 14:45 - 03.01.2023 15:00 (CET/CEST)","8020","8880"
"BZN|ES","03.01.2023 15:00 - 03.01.2023 15:15 (CET/CEST)","8188","8964"
"BZN|ES","03.01.2023 15:15 - 03.01.2023 15:30 (CET/CEST)","8180","9028"
"BZN|ES","03.01.2023 15:30 - 03.01.2023 15:45 (CET/CEST)","8344","9024"
"BZN|ES","03.01.2023 15:45 - 03.01.2023 16:00 (CET/CEST)","8276","8924"
"BZN|ES","03.01.2023 16:00 - 03.01.2023 16:15 (CET/CEST)","8032","8684"
"BZN|ES","03.01.2023 16:15 - 03.01.2023 16:30 (CET/CEST)","7464","8192"
"BZN|ES","03.01.2023 16:30 - 03.01.2023 16:45 (CET/CEST)","6748","7400"
"BZN|ES","03.01.2023 16:45 - 03.01.2023 17:00 (CET/CEST)","5816","6304"
"BZN|ES","03.01.2023 17:00 - 03.01.2023 17:15 (CET/CEST)","4560","5056"
"BZN|ES","03.01.2023 17:15 - 03.01.2023 17:30 (CET/CEST)","3376","3784"
"BZN|ES","03.01.2023 17:30 - 03.01.2023 17:45 (CET/CEST)","2304","2548"
"BZN|ES","03.01.2023 17:45 - 03.01.2023 18:00 (CET/CEST)","1372","1532"
"BZN|ES","03.01.2023 18:00 - 03.01.2023 18:15 (CET/CEST)","752","836"
"BZN|ES","03.01.2023 18:15 - 03.01.2023 18:30 (CET/CEST)","368","424"
"BZN|ES","03.01.2023 18:30 - 03.01.2023 18:45 (CET/CEST)","168","244"
"BZN|ES","03.01.2023 18:45 - 03.01.2023 19:00 (CET/CEST)","108","120"
"BZN|ES","03.01.2023 19:00 - 03.01.2023 19:15 (CET/CEST)","72","100"
"BZN|ES","03.01.2023 19:15 - 03.01.2023 19:30 (CET/CEST)","52","88"
"BZN|ES","03.01.2023 19:30 - 03.01.2023 19:45 (CET/CEST)","52","76"
"BZN|ES","03.01.2023 19:45 - 03.01.2023 20:00 (CET/CEST)","48","72"
"BZN|ES","03.01.2023 20:00 - 03.01.2023 20:15 (CET/CEST)","48","72"
"BZN|ES","03.01.2023 20:15 - 03.01.2023 20:30 (CET/CEST)","48","72"
"BZN|ES","03.01.2023 20:30 - 03.01.2023 20:45 (CET/CEST)","48","72"
"BZN|ES","03.01.2023 20:45 - 03.01.2023 21:00 (CET/CEST)","52","56"
"BZN|ES","03.01.2023 21:00 - 03.01.2023 21:15 (CET/CEST)","48","52"
"BZN|ES","03.01.2023 21:15 - 03.01.2023 21:30 (CET/CEST)","48","52"
"BZN|ES","03.01.2023 21:30 - 03.01.2023 21:45 (CET/CEST)","48","44"
"BZN|ES","03.01.2023 21:45 - 03.01.2023 22:00 (CET/CEST)","48","36"
"BZN|ES","03.01.2023 22:00 - 03.01.2023 22:15 (CET/CEST)","48","32"
"BZN|ES","03.01.2023 22:15 - 03.01.2023 22:30 (CET/CEST)","48","32"
"BZN|ES","03.01.2023 22:30 - 03.01.2023 22:45 (CET/CEST)","48","32"
"BZN|ES","03.01.2023 22:45 - 03.01.2023 23:00 (CET/CEST)","48","32"
"BZN|ES","03.01.2023 23:00 - 03.01.2023 23:15 (CET/CEST)","48","32"
"BZN|ES","03.01.2023 23:15 - 03.01.2023 23:30 (CET/CEST)","48","32"
"BZN|ES","03.01.2023 23:30 - 03.01.2023 23:45 (CET/CEST)","44","32"
"BZN|ES","03.01.2023 23:45 - 04.01.2023 00:00 (CET/CEST)","44","32"
"BZN|ES","05.01.2023 00:00 - 05.01.2023 00:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 00:15 - 05.01.2023 00:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 00:30 - 05.01.2023 00:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 00:45 - 05.01.2023 01:00 (CET/CEST)","32","24"
"BZN|ES","05.01.2023 01:00 - 05.01.2023 01:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 01:15 - 05.01.2023 01:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 01:30 - 05.01.2023 01:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 01:45 - 05.01.2023 02:00 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 02:00 - 05.01.2023 02:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 02:15 - 05.01.2023 02:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 02:30 - 05.01.2023 02:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 02:45 - 05.01.2023 03:00 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 03:00 - 05.01.2023 03:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 03:15 - 05.01.2023 03:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 03:30 - 05.01.2023 03:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 03:45 - 05.01.2023 04:00 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 04:00 - 05.01.2023 04:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 04:15 - 05.01.2023 04:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 04:30 - 05.01.2023 04:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 04:45 - 05.01.2023 05:00 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 05:00 - 05.01.2023 05:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 05:15 - 05.01.2023 05:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 05:30 - 05.01.2023 05:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 05:45 - 05.01.2023 06:00 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 06:00 - 05.01.2023 06:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 06:15 - 05.01.2023 06:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 06:30 - 05.01.2023 06:45 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 06:45 - 05.01.2023 07:00 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 07:00 - 05.01.2023 07:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 07:15 - 05.01.2023 07:30 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 07:30 - 05.01.2023 07:45 (CET/CEST)","32","24"
"BZN|ES","05.01.2023 07:45 - 05.01.2023 08:00 (CET/CEST)","32","24"
"BZN|ES","05.01.2023 08:00 - 05.01.2023 08:15 (CET/CEST)","32","24"
"BZN|ES","05.01.2023 08:15 - 05.01.2023 08:30 (CET/CEST)","40","36"
"BZN|ES","05.01.2023 08:30 - 05.01.2023 08:45 (CET/CEST)","44","40"
"BZN|ES","05.01.2023 08:45 - 05.01.2023 09:00 (CET/CEST)","76","76"
"BZN|ES","05.01.2023 09:00 - 05.01.2023 09:15 (CET/CEST)","252","272"
"BZN|ES","05.01.2023 09:15 - 05.01.2023 09:30 (CET/CEST)","724","740"
"BZN|ES","05.01.2023 09:30 - 05.01.2023 09:45 (CET/CEST)","1452","1444"
"BZN|ES","05.01.2023 09:45 - 05.01.2023 10:00 (CET/CEST)","2344","2304"
"BZN|ES","05.01.2023 10:00 - 05.01.2023 10:15 (CET/CEST)","3356","3208"
"BZN|ES","05.01.2023 10:15 - 05.01.2023 10:30 (CET/CEST)","4348","4116"
"BZN|ES","05.01.2023 10:30 - 05.01.2023 10:45 (CET/CEST)","5240","4912"
"BZN|ES","05.01.2023 10:45 - 05.01.2023 11:00 (CET/CEST)","5964","5536"
"BZN|ES","05.01.2023 11:00 - 05.01.2023 11:15 (CET/CEST)","6556","6032"
"BZN|ES","05.01.2023 11:15 - 05.01.2023 11:30 (CET/CEST)","7004","6416"
"BZN|ES","05.01.2023 11:30 - 05.01.2023 11:45 (CET/CEST)","7404","6712"
"BZN|ES","05.01.2023 11:45 - 05.01.2023 12:00 (CET/CEST)","7760","7004"
"BZN|ES","05.01.2023 12:00 - 05.01.2023 12:15 (CET/CEST)","8028","7292"
"BZN|ES","05.01.2023 12:15 - 05.01.2023 12:30 (CET/CEST)","8192","7500"
"BZN|ES","05.01.2023 12:30 - 05.01.2023 12:45 (CET/CEST)","8316","7644"
"BZN|ES","05.01.2023 12:45 - 05.01.2023 13:00 (CET/CEST)","8420","7788"
"BZN|ES","05.01.2023 13:00 - 05.01.2023 13:15 (CET/CEST)","8468","7840"
"BZN|ES","05.01.2023 13:15 - 05.01.2023 13:30 (CET/CEST)","8516","7852"
"BZN|ES","05.01.2023 13:30 - 05.01.2023 13:45 (CET/CEST)","8548","7904"
"BZN|ES","05.01.2023 13:45 - 05.01.2023 14:00 (CET/CEST)","8600","7928"
"BZN|ES","05.01.2023 14:00 - 05.01.2023 14:15 (CET/CEST)","8644","7972"
"BZN|ES","05.01.2023 14:15 - 05.01.2023 14:30 (CET/CEST)","8708","7956"
"BZN|ES","05.01.2023 14:30 - 05.01.2023 14:45 (CET/CEST)","8744","7896"
"BZN|ES","05.01.2023 14:45 - 05.01.2023 15:00 (CET/CEST)","8752","7944"
"BZN|ES","05.01.2023 15:00 - 05.01.2023 15:15 (CET/CEST)","8700","7952"
"BZN|ES","05.01.2023 15:15 - 05.01.2023 15:30 (CET/CEST)","8652","7952"
"BZN|ES","05.01.2023 15:30 - 05.01.2023 15:45 (CET/CEST)","8568","7828"
"BZN|ES","05.01.2023 15:45 - 05.01.2023 16:00 (CET/CEST)","8392","7692"
"BZN|ES","05.01.2023 16:00 - 05.01.2023 16:15 (CET/CEST)","8104","7352"
"BZN|ES","05.01.2023 16:15 - 05.01.2023 16:30 (CET/CEST)","7664","6944"
"BZN|ES","05.01.2023 16:30 - 05.01.2023 16:45 (CET/CEST)","6948","6376"
"BZN|ES","05.01.2023 16:45 - 05.01.2023 17:00 (CET/CEST)","6016","5556"
"BZN|ES","05.01.2023 17:00 - 05.01.2023 17:15 (CET/CEST)","4916","4524"
"BZN|ES","05.01.2023 17:15 - 05.01.2023 17:30 (CET/CEST)","3748","3404"
"BZN|ES","05.01.2023 17:30 - 05.01.2023 17:45 (CET/CEST)","2608","2348"
"BZN|ES","05.01.2023 17:45 - 05.01.2023 18:00 (CET/CEST)","1632","1452"
"BZN|ES","05.01.2023 18:00 - 05.01.2023 18:15 (CET/CEST)","944","824"
"BZN|ES","05.01.2023 18:15 - 05.01.2023 18:30 (CET/CEST)","472","388"
"BZN|ES","05.01.2023 18:30 - 05.01.2023 18:45 (CET/CEST)","296","228"
"BZN|ES","05.01.2023 18:45 - 05.01.2023 19:00 (CET/CEST)","212","148"
"BZN|ES","05.01.2023 19:00 - 05.01.2023 19:15 (CET/CEST)","188","116"
"BZN|ES","05.01.2023 19:15 - 05.01.2023 19:30 (CET/CEST)","176","72"
"BZN|ES","05.01.2023 19:30 - 05.01.2023 19:45 (CET/CEST)","156","56"
"BZN|ES","05.01.2023 19:45 - 05.01.2023 20:00 (CET/CEST)","148","44"
"BZN|ES","05.01.2023 20:00 - 05.01.2023 20:15 (CET/CEST)","136","20"
"BZN|ES","05.01.2023 20:15 - 05.01.2023 20:30 (CET/CEST)","108","20"
"BZN|ES","05.01.2023 20:30 - 05.01.2023 20:45 (CET/CEST)","108","20"
"BZN|ES","05.01.2023 20:45 - 05.01.2023 21:00 (CET/CEST)","104","20"
"BZN|ES","05.01.2023 21:00 - 05.01.2023 21:15 (CET/CEST)","88","20"
"BZN|ES","05.01.2023 21:15 - 05.01.2023 21:30 (CET/CEST)","68","20"
"BZN|ES","05.01.2023 21:30 - 05.01.2023 21:45 (CET/CEST)","60","20"
"BZN|ES","05.01.2023 21:45 - 05.01.2023 22:00 (CET/CEST)","44","20"
"BZN|ES","05.01.2023 22:00 - 05.01.2023 22:15 (CET/CEST)","32","20"
"BZN|ES","05.01.2023 22:15 - 05.01.2023 22:30 (CET/CEST)","20","20"
"BZN|ES","05.01.2023 22:30 - 05.01.2023 22:45 (CET/CEST)","20","20"
"BZN|ES","05.01.2023 22:45 - 05.01.2023 23:00 (CET/CEST)","20","20"
"BZN|ES","05.01.2023 23:00 - 05.01.2023 23:15 (CET/CEST)","24","20"
"BZN|ES","05.01.2023 23:15 - 05.01.2023 23:30 (CET/CEST)","20","20"
"BZN|ES","05.01.2023 23:30 - 05.01.2023 23:45 (CET/CEST)","20","20"
"BZN|ES","05.01.2023 23:45 - 06.01.2023 00:00 (CET/CEST)","24","20"
"BZN|ES","07.01.2023 00:00 - 07.01.2023 00:15 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 00:15 - 07.01.2023 00:30 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 00:30 - 07.01.2023 00:45 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 00:45 - 07.01.2023 01:00 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 01:00 - 07.01.2023 01:15 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 01:15 - 07.01.2023 01:30 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 01:30 - 07.01.2023 01:45 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 01:45 - 07.01.2023 02:00 (CET/CEST)","20","44"
"BZN|ES","07.01.2023 02:00 - 07.01.2023 02:15 (CET/CEST)","20","44"
