DATETIME,CORRECTVALUES
2024-09-03 21:00:00+02:00,1.984683975
2024-09-03 22:00:00+02:00,0
2024-09-03 23:00:00+02:00,0
2024-09-04 00:00:00+02:00,0
2024-09-04 01:00:00+02:00,0
2024-09-04 02:00:00+02:00,0
2024-09-04 03:00:00+02:00,0
2024-09-04 04:00:00+02:00,0
2024-09-04 05:00:00+02:00,0
2024-09-04 06:00:00+02:00,0
2024-09-04 07:00:00+02:00,0
2024-09-04 08:00:00+02:00,0
2024-09-04 09:00:00+02:00,7.807878811
2024-09-04 10:00:00+02:00,37.64778445
2024-09-04 11:00:00+02:00,74.65803569
2024-09-04 12:00:00+02:00,105.2949791
2024-09-04 13:00:00+02:00,123.8524465
2024-09-04 14:00:00+02:00,123.8862284
2024-09-04 15:00:00+02:00,119.7946064
2024-09-04 16:00:00+02:00,79.45202034
2024-09-04 17:00:00+02:00,68.22462619
2024-09-04 18:00:00+02:00,78.83331875
2024-09-04 19:00:00+02:00,49.55510061
2024-09-04 20:00:00+02:00,20.49509594
2024-09-04 21:00:00+02:00,1.984683975
2024-09-04 22:00:00+02:00,0
2024-09-04 23:00:00+02:00,0
2024-09-05 00:00:00+02:00,0
2024-09-05 01:00:00+02:00,0
2024-09-05 02:00:00+02:00,0
2024-09-05 03:00:00+02:00,0
2024-09-05 04:00:00+02:00,0
2024-09-05 05:00:00+02:00,0
2024-09-05 06:00:00+02:00,0
2024-09-05 07:00:00+02:00,0
2024-09-05 08:00:00+02:00,0
2024-09-05 09:00:00+02:00,6.509417277
2024-09-05 10:00:00+02:00,30.7683759
2024-09-05 11:00:00+02:00,74.24669397
2024-09-05 12:00:00+02:00,104.0721814
2024-09-05 13:00:00+02:00,122.4715035
2024-09-05 14:00:00+02:00,123.9206508
2024-09-05 15:00:00+02:00,121.9837539
2024-09-05 16:00:00+02:00,116.5216577
2024-09-05 17:00:00+02:00,79.40343645
2024-09-05 18:00:00+02:00,64.04417832
2024-09-05 19:00:00+02:00,19.99168683
2024-09-05 20:00:00+02:00,7.897068074
2024-09-05 21:00:00+02:00,1.236954103
2024-09-05 22:00:00+02:00,0
2024-09-05 23:00:00+02:00,0
2024-09-06 00:00:00+02:00,0
2024-09-06 01:00:00+02:00,0
2024-09-06 02:00:00+02:00,0
2024-09-06 03:00:00+02:00,0
2024-09-06 04:00:00+02:00,0
2024-09-06 05:00:00+02:00,0
2024-09-06 06:00:00+02:00,0
2024-09-06 07:00:00+02:00,0
2024-09-06 08:00:00+02:00,0
2024-09-06 09:00:00+02:00,6.955999355
2024-09-06 10:00:00+02:00,29.73211327
2024-09-06 11:00:00+02:00,66.24498962
2024-09-06 12:00:00+02:00,90.12886514
2024-09-06 13:00:00+02:00,111.8654046
2024-09-06 14:00:00+02:00,119.2314114
2024-09-06 15:00:00+02:00,117.9930534
2024-09-06 16:00:00+02:00,118.6330177
2024-09-06 17:00:00+02:00,105.6691382
2024-09-06 18:00:00+02:00,71.21750184
2024-09-06 19:00:00+02:00,37.10958134
2024-09-06 20:00:00+02:00,17.10839612
2024-09-06 21:00:00+02:00,1.984683975
2024-09-06 22:00:00+02:00,0
2024-09-06 23:00:00+02:00,0
2024-09-07 00:00:00+02:00,0
2024-09-07 01:00:00+02:00,0
2024-09-07 02:00:00+02:00,0
2024-09-07 03:00:00+02:00,0
2024-09-07 04:00:00+02:00,0
2024-09-07 05:00:00+02:00,0
2024-09-07 06:00:00+02:00,0
2024-09-07 07:00:00+02:00,0
2024-09-07 08:00:00+02:00,0
2024-09-07 09:00:00+02:00,7.718001967
2024-09-07 10:00:00+02:00,24.80249239
2024-09-07 11:00:00+02:00,79.81100029
2024-09-07 12:00:00+02:00,107.0998159
2024-09-07 13:00:00+02:00,121.7163971
2024-09-07 14:00:00+02:00,121.9378724
2024-09-07 15:00:00+02:00,120.3361252
2024-09-07 16:00:00+02:00,115.4681736
2024-09-07 17:00:00+02:00,103.9619229
2024-09-07 18:00:00+02:00,69.81144763
2024-09-07 19:00:00+02:00,21.87635059
2024-09-07 20:00:00+02:00,15.53807954
2024-09-07 21:00:00+02:00,1.236954103
2024-09-07 22:00:00+02:00,0
2024-09-07 23:00:00+02:00,0
2024-09-08 00:00:00+02:00,0
2024-09-08 01:00:00+02:00,0
2024-09-08 02:00:00+02:00,0
2024-09-08 03:00:00+02:00,0
2024-09-08 04:00:00+02:00,0
2024-09-08 05:00:00+02:00,0
2024-09-08 06:00:00+02:00,0
2024-09-08 07:00:00+02:00,0
2024-09-08 08:00:00+02:00,0
2024-09-08 09:00:00+02:00,7.79327072
2024-09-08 10:00:00+02:00,21.24463995
2024-09-08 11:00:00+02:00,76.22174012
2024-09-08 12:00:00+02:00,105.4210681
2024-09-08 13:00:00+02:00,121.1687116
2024-09-08 14:00:00+02:00,122.8854225
2024-09-08 15:00:00+02:00,122.8584878
2024-09-08 16:00:00+02:00,116.7086678
2024-09-08 17:00:00+02:00,103.50658
2024-09-08 18:00:00+02:00,73.70556751
2024-09-08 19:00:00+02:00,31.84421488
2024-09-08 20:00:00+02:00,18.2036453
2024-09-08 21:00:00+02:00,1.206210579
2024-09-08 22:00:00+02:00,0
2024-09-08 23:00:00+02:00,0
2024-09-09 00:00:00+02:00,0
2024-09-09 01:00:00+02:00,0
2024-09-09 02:00:00+02:00,0
2024-09-09 03:00:00+02:00,0
2024-09-09 04:00:00+02:00,0
2024-09-09 05:00:00+02:00,0
2024-09-09 06:00:00+02:00,0
2024-09-09 07:00:00+02:00,0
2024-09-09 08:00:00+02:00,0
2024-09-09 09:00:00+02:00,7.809133029
2024-09-09 10:00:00+02:00,38.10550953
2024-09-09 11:00:00+02:00,85.74659251
2024-09-09 12:00:00+02:00,113.1439338
2024-09-09 13:00:00+02:00,125.2568303
2024-09-09 14:00:00+02:00,128.8631386
2024-09-09 15:00:00+02:00,127.3559509
2024-09-09 16:00:00+02:00,120.5297335
2024-09-09 17:00:00+02:00,109.834311
2024-09-09 18:00:00+02:00,80.27199598
2024-09-09 19:00:00+02:00,41.623232
2024-09-09 20:00:00+02:00,15.66208587
2024-09-09 21:00:00+02:00,1.222944713
2024-09-09 22:00:00+02:00,0
2024-09-09 23:00:00+02:00,0
2024-09-10 00:00:00+02:00,0
2024-09-10 01:00:00+02:00,0
2024-09-10 02:00:00+02:00,0
2024-09-10 03:00:00+02:00,0
2024-09-10 04:00:00+02:00,0
2024-09-10 05:00:00+02:00,0
2024-09-10 06:00:00+02:00,0
2024-09-10 07:00:00+02:00,0
2024-09-10 08:00:00+02:00,0
2024-09-10 09:00:00+02:00,6.013901209
2024-09-10 10:00:00+02:00,37.39537356
2024-09-10 11:00:00+02:00,83.41075241
2024-09-10 12:00:00+02:00,114.5327466
2024-09-10 13:00:00+02:00,127.0364141
2024-09-10 14:00:00+02:00,127.4169199
2024-09-10 15:00:00+02:00,124.6656796
2024-09-10 16:00:00+02:00,119.185352
2024-09-10 17:00:00+02:00,109.3793589
2024-09-10 18:00:00+02:00,80.34020624
2024-09-10 19:00:00+02:00,41.15621938
2024-09-10 20:00:00+02:00,15.47595979
2024-09-10 21:00:00+02:00,0
2024-09-10 22:00:00+02:00,0
2024-09-10 23:00:00+02:00,0
2024-09-11 00:00:00+02:00,0
2024-09-11 01:00:00+02:00,0
2024-09-11 02:00:00+02:00,0
2024-09-11 03:00:00+02:00,0
2024-09-11 04:00:00+02:00,0
2024-09-11 05:00:00+02:00,0
2024-09-11 06:00:00+02:00,0
2024-09-11 07:00:00+02:00,0
2024-09-11 08:00:00+02:00,0
2024-09-11 09:00:00+02:00,5.330387191
2024-09-11 10:00:00+02:00,37.09632516
2024-09-11 11:00:00+02:00,83.85784243
2024-09-11 12:00:00+02:00,113.2405822
2024-09-11 13:00:00+02:00,130.4160826
2024-09-11 14:00:00+02:00,125.4832202
2024-09-11 15:00:00+02:00,122.5550254
2024-09-11 16:00:00+02:00,121.0606885
2024-09-11 17:00:00+02:00,107.7677847
2024-09-11 18:00:00+02:00,80.46886767
2024-09-11 19:00:00+02:00,36.46596354
2024-09-11 20:00:00+02:00,15.12184298
2024-09-11 21:00:00+02:00,0
2024-09-11 22:00:00+02:00,0
2024-09-11 23:00:00+02:00,0
2024-09-12 00:00:00+02:00,0
2024-09-12 01:00:00+02:00,0
2024-09-12 02:00:00+02:00,0
2024-09-12 03:00:00+02:00,0
2024-09-12 04:00:00+02:00,0
2024-09-12 05:00:00+02:00,0
2024-09-12 06:00:00+02:00,0
2024-09-12 07:00:00+02:00,0
2024-09-12 08:00:00+02:00,0
2024-09-12 09:00:00+02:00,4.915923509
2024-09-12 10:00:00+02:00,29.10116061
2024-09-12 11:00:00+02:00,80.98665432
2024-09-12 12:00:00+02:00,105.2123255
2024-09-12 13:00:00+02:00,124.0786581
2024-09-12 14:00:00+02:00,129.6411212
2024-09-12 15:00:00+02:00,128.6951832
2024-09-12 16:00:00+02:00,121.6140828
2024-09-12 17:00:00+02:00,107.1948089
2024-09-12 18:00:00+02:00,77.03584679
2024-09-12 19:00:00+02:00,36.43674516
2024-09-12 20:00:00+02:00,13.98638602
2024-09-12 21:00:00+02:00,0
2024-09-12 22:00:00+02:00,0
2024-09-12 23:00:00+02:00,0
2024-09-13 00:00:00+02:00,0
2024-09-13 01:00:00+02:00,0
2024-09-13 02:00:00+02:00,0
2024-09-13 03:00:00+02:00,0
2024-09-13 04:00:00+02:00,0
2024-09-13 05:00:00+02:00,0
2024-09-13 06:00:00+02:00,0
2024-09-13 07:00:00+02:00,0
2024-09-13 08:00:00+02:00,0
2024-09-13 09:00:00+02:00,5.330387191
2024-09-13 10:00:00+02:00,36.38864711
2024-09-13 11:00:00+02:00,85.94315681
2024-09-13 12:00:00+02:00,115.9335759
2024-09-13 13:00:00+02:00,135.2640776
2024-09-13 14:00:00+02:00,136.7620027
2024-09-13 15:00:00+02:00,131.8330379
2024-09-13 16:00:00+02:00,127.474444
2024-09-13 17:00:00+02:00,114.3626625
2024-09-13 18:00:00+02:00,82.32679146
2024-09-13 19:00:00+02:00,48.73478875
2024-09-13 20:00:00+02:00,15.67581277
2024-09-13 21:00:00+02:00,0
2024-09-13 22:00:00+02:00,0
2024-09-13 23:00:00+02:00,0
2024-09-14 00:00:00+02:00,0
2024-09-14 01:00:00+02:00,0
2024-09-14 02:00:00+02:00,0
2024-09-14 03:00:00+02:00,0
2024-09-14 04:00:00+02:00,0
2024-09-14 05:00:00+02:00,0
2024-09-14 06:00:00+02:00,0
2024-09-14 07:00:00+02:00,0
2024-09-14 08:00:00+02:00,0
2024-09-14 09:00:00+02:00,5.190111938
2024-09-14 10:00:00+02:00,25.35005408
2024-09-14 11:00:00+02:00,82.2927689
2024-09-14 12:00:00+02:00,108.6803289
2024-09-14 13:00:00+02:00,125.5923306
2024-09-14 14:00:00+02:00,124.8520971
2024-09-14 15:00:00+02:00,124.7729004
2024-09-14 16:00:00+02:00,119.1717706
2024-09-14 17:00:00+02:00,103.4680887
2024-09-14 18:00:00+02:00,74.90487559
2024-09-14 19:00:00+02:00,41.84463154
2024-09-14 20:00:00+02:00,14.22179045
2024-09-14 21:00:00+02:00,0
2024-09-14 22:00:00+02:00,0
2024-09-14 23:00:00+02:00,0
2024-09-15 00:00:00+02:00,0
2024-09-15 01:00:00+02:00,0
2024-09-15 02:00:00+02:00,0
2024-09-15 03:00:00+02:00,0
2024-09-15 04:00:00+02:00,0
2024-09-15 05:00:00+02:00,0
2024-09-15 06:00:00+02:00,0
2024-09-15 07:00:00+02:00,0
2024-09-15 08:00:00+02:00,0
2024-09-15 09:00:00+02:00,4.823859735
2024-09-15 10:00:00+02:00,27.03668388
2024-09-15 11:00:00+02:00,79.84797553
2024-09-15 12:00:00+02:00,107.031648
2024-09-15 13:00:00+02:00,123.9126004
2024-09-15 14:00:00+02:00,125.0295611
2024-09-15 15:00:00+02:00,124.589919
2024-09-15 16:00:00+02:00,117.5803163
2024-09-15 17:00:00+02:00,103.9603508
2024-09-15 18:00:00+02:00,77.82327442
2024-09-15 19:00:00+02:00,41.55103045
2024-09-15 20:00:00+02:00,13.97271896
2024-09-15 21:00:00+02:00,0
2024-09-15 22:00:00+02:00,0
2024-09-15 23:00:00+02:00,0
2024-09-16 00:00:00+02:00,0
2024-09-16 01:00:00+02:00,0
2024-09-16 02:00:00+02:00,0
2024-09-16 03:00:00+02:00,0
2024-09-16 04:00:00+02:00,0
2024-09-16 05:00:00+02:00,0
2024-09-16 06:00:00+02:00,0
2024-09-16 07:00:00+02:00,0
2024-09-16 08:00:00+02:00,0
2024-09-16 09:00:00+02:00,5.412938139
2024-09-16 10:00:00+02:00,44.66722161
2024-09-16 11:00:00+02:00,93.67519282
2024-09-16 12:00:00+02:00,116.7455406
2024-09-16 13:00:00+02:00,131.6297098
2024-09-16 14:00:00+02:00,130.2524391
2024-09-16 15:00:00+02:00,130.5943928
2024-09-16 16:00:00+02:00,124.9773794
2024-09-16 17:00:00+02:00,110.3163295
2024-09-16 18:00:00+02:00,81.63242364
2024-09-16 19:00:00+02:00,38.86758318
2024-09-16 20:00:00+02:00,14.27984726
2024-09-16 21:00:00+02:00,0
2024-09-16 22:00:00+02:00,0
2024-09-16 23:00:00+02:00,0
2024-09-17 00:00:00+02:00,0
2024-09-17 01:00:00+02:00,0
2024-09-17 02:00:00+02:00,0
2024-09-17 03:00:00+02:00,0
2024-09-17 04:00:00+02:00,0
2024-09-17 05:00:00+02:00,0
2024-09-17 06:00:00+02:00,0
2024-09-17 07:00:00+02:00,0
2024-09-17 08:00:00+02:00,0
2024-09-17 09:00:00+02:00,4.870340268
2024-09-17 10:00:00+02:00,34.49766486
2024-09-17 11:00:00+02:00,87.5373629
2024-09-17 12:00:00+02:00,116.6230313
2024-09-17 13:00:00+02:00,132.9577717
2024-09-17 14:00:00+02:00,131.1096657
2024-09-17 15:00:00+02:00,127.4693989
2024-09-17 16:00:00+02:00,120.0926826
2024-09-17 17:00:00+02:00,109.4700019
2024-09-17 18:00:00+02:00,79.236072
2024-09-17 19:00:00+02:00,36.96152567
2024-09-17 20:00:00+02:00,13.95188646
2024-09-17 21:00:00+02:00,0
2024-09-17 22:00:00+02:00,0
2024-09-17 23:00:00+02:00,0
2024-09-18 00:00:00+02:00,0
2024-09-18 01:00:00+02:00,0
2024-09-18 02:00:00+02:00,0
2024-09-18 03:00:00+02:00,0
2024-09-18 04:00:00+02:00,0
2024-09-18 05:00:00+02:00,0
2024-09-18 06:00:00+02:00,0
2024-09-18 07:00:00+02:00,0
2024-09-18 08:00:00+02:00,0
2024-09-18 09:00:00+02:00,5.06268425
2024-09-18 10:00:00+02:00,29.74366849
2024-09-18 11:00:00+02:00,54.86910679
2024-09-18 12:00:00+02:00,96.59807264
2024-09-18 13:00:00+02:00,124.6222719
2024-09-18 14:00:00+02:00,124.1441642
2024-09-18 15:00:00+02:00,123.6077454
2024-09-18 16:00:00+02:00,118.411381
2024-09-18 17:00:00+02:00,108.3597453
2024-09-18 18:00:00+02:00,77.14835069
2024-09-18 19:00:00+02:00,36.78526665
2024-09-18 20:00:00+02:00,13.92349749
2024-09-18 21:00:00+02:00,0
2024-09-18 22:00:00+02:00,0
2024-09-18 23:00:00+02:00,0
2024-09-19 00:00:00+02:00,0
2024-09-19 01:00:00+02:00,0
2024-09-19 02:00:00+02:00,0
2024-09-19 03:00:00+02:00,0
2024-09-19 04:00:00+02:00,0
2024-09-19 05:00:00+02:00,0
2024-09-19 06:00:00+02:00,0
2024-09-19 07:00:00+02:00,0
2024-09-19 08:00:00+02:00,0
2024-09-19 09:00:00+02:00,5.06268425
2024-09-19 10:00:00+02:00,27.49119313
2024-09-19 11:00:00+02:00,34.46719751
2024-09-19 12:00:00+02:00,69.94282308
2024-09-19 13:00:00+02:00,102.1537187
2024-09-19 14:00:00+02:00,116.6121209
2024-09-19 15:00:00+02:00,116.0672928
2024-09-19 16:00:00+02:00,86.10086376
2024-09-19 17:00:00+02:00,46.02284098
2024-09-19 18:00:00+02:00,23.86192379
2024-09-19 19:00:00+02:00,11.91876339
2024-09-19 20:00:00+02:00,5.691928617
2024-09-19 21:00:00+02:00,0
2024-09-19 22:00:00+02:00,0
2024-09-19 23:00:00+02:00,0
2024-09-20 00:00:00+02:00,0
2024-09-20 01:00:00+02:00,0
2024-09-20 02:00:00+02:00,0
2024-09-20 03:00:00+02:00,0
2024-09-20 04:00:00+02:00,0
2024-09-20 05:00:00+02:00,0
2024-09-20 06:00:00+02:00,0
2024-09-20 07:00:00+02:00,0
2024-09-20 08:00:00+02:00,0
2024-09-20 09:00:00+02:00,4.814254803
2024-09-20 10:00:00+02:00,22.79313086
2024-09-20 11:00:00+02:00,70.3121672
2024-09-20 12:00:00+02:00,73.89836677
2024-09-20 13:00:00+02:00,77.21546359
2024-09-20 14:00:00+02:00,107.7288282
2024-09-20 15:00:00+02:00,117.7978384
2024-09-20 16:00:00+02:00,100.9751585
2024-09-20 17:00:00+02:00,29.22017809
2024-09-20 18:00:00+02:00,24.69028249
2024-09-20 19:00:00+02:00,14.5089488
2024-09-20 20:00:00+02:00,4.157179011
2024-09-20 21:00:00+02:00,0
2024-09-20 22:00:00+02:00,0
2024-09-20 23:00:00+02:00,0
2024-09-21 00:00:00+02:00,0
2024-09-21 01:00:00+02:00,0
2024-09-21 02:00:00+02:00,0
2024-09-21 03:00:00+02:00,0
2024-09-21 04:00:00+02:00,0
2024-09-21 05:00:00+02:00,0
2024-09-21 06:00:00+02:00,0
2024-09-21 07:00:00+02:00,0
2024-09-21 08:00:00+02:00,0
2024-09-21 09:00:00+02:00,2.409155154
2024-09-21 10:00:00+02:00,12.83781822
2024-09-21 11:00:00+02:00,14.1006546
2024-09-21 12:00:00+02:00,16.75281437
2024-09-21 13:00:00+02:00,90.52760801
2024-09-21 14:00:00+02:00,18.15668276
2024-09-21 15:00:00+02:00,15.19551629
2024-09-21 16:00:00+02:00,65.80111633
2024-09-21 17:00:00+02:00,69.27572292
2024-09-21 18:00:00+02:00,19.63365378
2024-09-21 19:00:00+02:00,19.76659253
2024-09-21 20:00:00+02:00,2.707474458
2024-09-21 21:00:00+02:00,0
2024-09-21 22:00:00+02:00,0
2024-09-21 23:00:00+02:00,0
2024-09-22 00:00:00+02:00,0
2024-09-22 01:00:00+02:00,0
2024-09-22 02:00:00+02:00,0
2024-09-22 03:00:00+02:00,0
2024-09-22 04:00:00+02:00,0
2024-09-22 05:00:00+02:00,0
2024-09-22 06:00:00+02:00,0
2024-09-22 07:00:00+02:00,0
2024-09-22 08:00:00+02:00,0
2024-09-22 09:00:00+02:00,4.780016486
2024-09-22 10:00:00+02:00,21.79955947
2024-09-22 11:00:00+02:00,72.20309496
2024-09-22 12:00:00+02:00,104.6280331
2024-09-22 13:00:00+02:00,121.2724987
2024-09-22 14:00:00+02:00,123.3230386
2024-09-22 15:00:00+02:00,121.8160789
2024-09-22 16:00:00+02:00,112.4538116
2024-09-22 17:00:00+02:00,89.89329366
2024-09-22 18:00:00+02:00,44.98073428
2024-09-22 19:00:00+02:00,21.26722547
2024-09-22 20:00:00+02:00,5.637878944
2024-09-22 21:00:00+02:00,0
2024-09-22 22:00:00+02:00,0
2024-09-22 23:00:00+02:00,0
2024-09-23 00:00:00+02:00,0
2024-09-23 01:00:00+02:00,0
2024-09-23 02:00:00+02:00,0
2024-09-23 03:00:00+02:00,0
2024-09-23 04:00:00+02:00,0
2024-09-23 05:00:00+02:00,0
2024-09-23 06:00:00+02:00,0
2024-09-23 07:00:00+02:00,0
2024-09-23 08:00:00+02:00,0
2024-09-23 09:00:00+02:00,4.332142266
2024-09-23 10:00:00+02:00,32.42143025
2024-09-23 11:00:00+02:00,77.93478443
2024-09-23 12:00:00+02:00,110.2514205
2024-09-23 13:00:00+02:00,125.7040342
2024-09-23 14:00:00+02:00,127.0515609
2024-09-23 15:00:00+02:00,125.4897984
2024-09-23 16:00:00+02:00,117.1176375
2024-09-23 17:00:00+02:00,102.5155946
2024-09-23 18:00:00+02:00,69.9043761
2024-09-23 19:00:00+02:00,34.1719592
2024-09-23 20:00:00+02:00,10.17840521
2024-09-23 21:00:00+02:00,0
2024-09-23 22:00:00+02:00,0
2024-09-23 23:00:00+02:00,0
2024-09-24 00:00:00+02:00,0
2024-09-24 01:00:00+02:00,0
2024-09-24 02:00:00+02:00,0
2024-09-24 03:00:00+02:00,0
2024-09-24 04:00:00+02:00,0
2024-09-24 05:00:00+02:00,0
2024-09-24 06:00:00+02:00,0
2024-09-24 07:00:00+02:00,0
2024-09-24 08:00:00+02:00,0
2024-09-24 09:00:00+02:00,3.625490793
2024-09-24 10:00:00+02:00,22.62721
2024-09-24 11:00:00+02:00,49.51400914
2024-09-24 12:00:00+02:00,66.54146713
2024-09-24 13:00:00+02:00,84.43578735
2024-09-24 14:00:00+02:00,109.5716348
2024-09-24 15:00:00+02:00,116.3786875
2024-09-24 16:00:00+02:00,107.8842962
2024-09-24 17:00:00+02:00,89.86488909
2024-09-24 18:00:00+02:00,45.23488954
2024-09-24 19:00:00+02:00,22.53208464
2024-09-24 20:00:00+02:00,3.756622502
2024-09-24 21:00:00+02:00,0
2024-09-24 22:00:00+02:00,0
2024-09-24 23:00:00+02:00,0
2024-09-25 00:00:00+02:00,0
2024-09-25 01:00:00+02:00,0
2024-09-25 02:00:00+02:00,0
2024-09-25 03:00:00+02:00,0
2024-09-25 04:00:00+02:00,0
2024-09-25 05:00:00+02:00,0
2024-09-25 06:00:00+02:00,0
2024-09-25 07:00:00+02:00,0
2024-09-25 08:00:00+02:00,0
2024-09-25 09:00:00+02:00,1.994904157
2024-09-25 10:00:00+02:00,17.79572591
2024-09-25 11:00:00+02:00,28.38701837
2024-09-25 12:00:00+02:00,26.36195677
2024-09-25 13:00:00+02:00,30.3280238
2024-09-25 14:00:00+02:00,27.02520335
2024-09-25 15:00:00+02:00,24.86139098
2024-09-25 16:00:00+02:00,71.88562077
2024-09-25 17:00:00+02:00,29.56447892
2024-09-25 18:00:00+02:00,48.10422518
2024-09-25 19:00:00+02:00,18.24102533
2024-09-25 20:00:00+02:00,2.920264833
2024-09-25 21:00:00+02:00,0
2024-09-25 22:00:00+02:00,0
2024-09-25 23:00:00+02:00,0
2024-09-26 00:00:00+02:00,0
2024-09-26 01:00:00+02:00,0
2024-09-26 02:00:00+02:00,0
2024-09-26 03:00:00+02:00,0
2024-09-26 04:00:00+02:00,0
2024-09-26 05:00:00+02:00,0
2024-09-26 06:00:00+02:00,0
2024-09-26 07:00:00+02:00,0
2024-09-26 08:00:00+02:00,0
2024-09-26 09:00:00+02:00,2.335859831
2024-09-26 10:00:00+02:00,21.70241431
2024-09-26 11:00:00+02:00,70.06112312
2024-09-26 12:00:00+02:00,94.47969293
2024-09-26 13:00:00+02:00,120.5163542
2024-09-26 14:00:00+02:00,119.7786263
2024-09-26 15:00:00+02:00,71.65966972
2024-09-26 16:00:00+02:00,28.59159137
2024-09-26 17:00:00+02:00,25.39157432
2024-09-26 18:00:00+02:00,27.21472913
2024-09-26 19:00:00+02:00,16.96722187
2024-09-26 20:00:00+02:00,4.134408792
2024-09-26 21:00:00+02:00,0
2024-09-26 22:00:00+02:00,0
2024-09-26 23:00:00+02:00,0
2024-09-27 00:00:00+02:00,0
2024-09-27 01:00:00+02:00,0
2024-09-27 02:00:00+02:00,0
2024-09-27 03:00:00+02:00,0
2024-09-27 04:00:00+02:00,0
2024-09-27 05:00:00+02:00,0
2024-09-27 06:00:00+02:00,0
2024-09-27 07:00:00+02:00,0
2024-09-27 08:00:00+02:00,0
2024-09-27 09:00:00+02:00,4.292008736
2024-09-27 10:00:00+02:00,34.20290396
2024-09-27 11:00:00+02:00,79.89130775
2024-09-27 12:00:00+02:00,114.0004414
2024-09-27 13:00:00+02:00,135.5086223
2024-09-27 14:00:00+02:00,133.6441347
2024-09-27 15:00:00+02:00,128.9014042
2024-09-27 16:00:00+02:00,120.8294144
2024-09-27 17:00:00+02:00,104.6574699
2024-09-27 18:00:00+02:00,73.6569973
2024-09-27 19:00:00+02:00,26.08460854
2024-09-27 20:00:00+02:00,3.883728965
2024-09-27 21:00:00+02:00,0
2024-09-27 22:00:00+02:00,0
2024-09-27 23:00:00+02:00,0
2024-09-28 00:00:00+02:00,0
2024-09-28 01:00:00+02:00,0
2024-09-28 02:00:00+02:00,0
2024-09-28 03:00:00+02:00,0
2024-09-28 04:00:00+02:00,0
2024-09-28 05:00:00+02:00,0
2024-09-28 06:00:00+02:00,0
2024-09-28 07:00:00+02:00,0
2024-09-28 08:00:00+02:00,0
2024-09-28 09:00:00+02:00,3.19635746
2024-09-28 10:00:00+02:00,31.03846784
2024-09-28 11:00:00+02:00,80.03813154
2024-09-28 12:00:00+02:00,108.031048
2024-09-28 13:00:00+02:00,131.9462979
2024-09-28 14:00:00+02:00,130.6015375
2024-09-28 15:00:00+02:00,127.5785702
