TIMESTAMP,W_10uheightAboveGround_10,W_10vheightAboveGround_10,W_2rheightAboveGround_2,W_2shheightAboveGround_2,W_2theightAboveGround_2,W_SUNSDsurface_0,W_aptmpheightAboveGround_2,W_dlwrfsurface_0,W_dswrfsurface_0,W_gustsurface_0,W_msletmeanSea_0,W_presheightAboveGround_80,W_pwatatmosphereSingleLayer_0,W_qheightAboveGround_80,W_spsurface_0,W_tccatmosphere_0,W_theightAboveGround_80,W_tmaxheightAboveGround_2,W_tminheightAboveGround_2,W_tozneatmosphereSingleLayer_0,W_tpsurface_0,W_tsurface_0,W_uheightAboveGround_80,W_vheightAboveGround_80,SG_TOTAL_KWH_ENERGIA,GI_TOTAL_KWH_ENERGIA
2023-07-24 21:00:00,3.0725664617259957e-09,-2.128471179566339e-09,1.8586619428412768e-08,4.060412511585198e-12,2.337940262151096e-07,4.3393208823891314e-06,2.3368989381041037e-07,2.9205465999155814e-07,2.4866305104600374e-08,5.380705676865992e-09,7.908571455240513e-05,7.2950162884777e-05,1.3094948627330475e-08,4.007435722339028e-12,7.361500432396571e-05,1.307799741680005e-10,2.3451411413632047e-07,2.3785329585394894e-07,2.3379390199122587e-07,2.5622081034422665e-07,0.0,2.3215727557818535e-07,4.472792464683596e-09,-3.627438326748031e-09,7.5,148.36392211914062
2023-07-24 22:00:00,3.2067210990001217e-09,-2.262266784478726e-09,2.0275388208733068e-08,4.049536446411521e-12,2.32649499216403e-07,4.3393208823891314e-06,2.3267440910050298e-07,2.841714038358069e-07,1.8653555338649996e-08,5.788120530962088e-09,7.91586918144533e-05,7.298846858852195e-05,1.2510528371007027e-08,4.02579157727195e-12,7.365633494006016e-05,0.0,2.3350750215574892e-07,2.3783236459208035e-07,2.3267440910050298e-07,2.543440239051487e-07,0.0,2.312224060263229e-07,4.290376194125383e-09,-4.2252658878057946e-09,1.2999999999883585,94.5041046142578
2023-07-24 23:00:00,3.566802832778508e-09,-1.9181401262822844e-09,2.250976846593648e-08,4.193944482036735e-12,2.318104471389201e-07,4.3393208823891314e-06,2.3179193751085155e-07,2.787068763730327e-07,1.4922844270919998e-08,6.3802409350380925e-09,7.92111538011568e-05,7.301340488159035e-05,1.217498899096712e-08,4.189374465978614e-12,7.36844974226626e-05,0.0,2.3265924407101427e-07,2.3782227379044843e-07,2.318105463868433e-07,2.5179604583755175e-07,0.0,2.3038207938675114e-07,4.9729273646646956e-09,-3.943759295167139e-09,-0.0199999999895226,103.64976501464844
2023-07-25 00:00:00,3.438149719746318e-09,-1.9496489891362357e-09,2.4417363813458873e-08,4.315293666038823e-12,2.311301539404104e-07,4.3393208823891314e-06,2.3112393319054072e-07,2.7452857533923445e-07,1.2429784898464556e-08,6.579724731733416e-09,7.923233676421415e-05,7.301410020251549e-05,1.1924116734555054e-08,4.299164971307767e-12,7.36873652850776e-05,5.793175515601331e-10,2.3184440588216984e-07,2.3786096713911463e-07,2.3114688082328107e-07,2.506215274995893e-07,0.0,2.2979199930178184e-07,4.873951684827461e-09,-3.832215316973747e-09,0.0,110.06350708007812
2023-07-25 01:00:00,2.8799788471042908e-09,-1.8505652906847094e-09,2.9587802418009915e-08,4.5705053368763945e-12,2.2939776371572313e-07,0.0,2.2941603566199793e-07,2.4693578067043537e-07,0.0,5.0163873360369186e-09,7.933098071727249e-05,7.30664112973815e-05,1.1868150736751649e-08,4.555307047497173e-12,7.374517737584596e-05,3.6709165064187893e-09,2.30047640569969e-07,2.3021029184673838e-07,2.2938636306084447e-07,2.4867001081488513e-07,0.0,2.2807956611485195e-07,3.909530692541817e-09,-3.3345142560419286e-09,0.0,110.06350708007812
2023-07-25 02:00:00,2.646595590065728e-09,-1.5458182613411837e-09,3.3153171548204115e-08,4.777486832586287e-12,2.2861314722581693e-07,0.0,2.2857483108519033e-07,2.4547054502533254e-07,0.0,4.462052088717674e-09,7.931859267602154e-05,7.304066531309598e-05,1.1959694063295784e-08,4.749184303153391e-12,7.372223594834379e-05,2.742190935131154e-09,2.293013943940092e-07,2.3021339744383154e-07,2.285876467980092e-07,2.4745046495855854e-07,0.0,2.2724311462131419e-07,3.415855690999264e-09,-2.9001046142526886e-09,0.0,110.06350708007812
2023-07-25 03:00:00,2.249412508468123e-09,-1.7979231818455353e-09,3.515229123608474e-08,4.914895912341915e-12,2.2824465427673403e-07,0.0,2.2823026029607355e-07,2.445427348199352e-07,0.0,3.9687790996256476e-09,7.933239091983042e-05,7.304187755255233e-05,1.1853496657007891e-08,4.880257287083589e-12,7.372334596762273e-05,8.103100878694548e-11,2.2895581236662422e-07,2.3019657933593257e-07,2.2817605569291205e-07,2.46967628760083e-07,0.0,2.2688853049246734e-07,2.9614553475035122e-09,-3.1680515745134537e-09,0.0,110.06350708007812
2023-07-25 04:00:00,1.8014436959951363e-09,-1.4627279170295613e-09,3.6538895436363035e-08,4.937212156054038e-12,2.2778316986843964e-07,0.0,2.2777880866405425e-07,2.438960676468949e-07,0.0,2.826119116871199e-09,7.935307491108151e-05,7.304997423894077e-05,1.1969790971682172e-08,4.894569826626994e-12,7.373259961349939e-05,0.0,2.2867669236579613e-07,2.3019540002639593e-07,2.277597965452503e-07,2.4630495165357013e-07,0.0,2.2627210388937256e-07,2.0713629373910207e-09,-2.5327473168689237e-09,0.0,54.867618560791016
2023-07-25 05:00:00,1.1054620676894671e-09,-1.1258094449618047e-09,3.821706940582394e-08,4.948938910907436e-12,2.272379064127917e-07,0.0,2.2724355288228866e-07,2.4331863397485636e-07,0.0,2.0905559197906235e-09,7.940076516924524e-05,7.308573711711406e-05,1.2162724445042935e-08,4.886797945841167e-12,7.376855570393364e-05,0.0,2.2849524930487126e-07,2.3019540002639593e-07,2.2721773040472835e-07,2.4486076630618553e-07,0.0,2.253883138196407e-07,1.077308857723273e-09,-1.8628467139028462e-09,0.0,54.867618560791016
2023-07-25 06:00:00,4.732746729301784e-10,-9.253637017588641e-10,3.6651486144457106e-08,5.06020041959108e-12,2.280472112182617e-07,2.308732493708189e-06,2.2804719210689496e-07,2.428518012291143e-07,4.159518092961545e-09,1.596046362364511e-09,7.944560628108515e-05,7.312809505193477e-05,1.2239012131867012e-08,4.877198537524161e-12,7.381195910637711e-05,0.0,2.2833026434681223e-07,2.3019540002639593e-07,2.2714106973091748e-07,2.448798314899106e-07,0.0,2.2779488500008122e-07,3.613239902485172e-10,-1.4073199057053023e-09,0.0,110.63493347167967
2023-07-25 07:00:00,1.838446204418634e-10,-7.699257989647878e-10,3.197445022642634e-08,4.976417563919676e-12,2.2954922497642234e-07,2.818085692112304e-06,2.2950510470106704e-07,2.436114585342329e-07,1.5087583452953608e-07,1.5511570274234243e-09,7.948096954297603e-05,7.319465908094414e-05,1.2454954367105753e-08,4.9161444076313274e-12,7.387673816277594e-05,5.333122307640103e-10,2.2864424119467376e-07,2.2950598382393646e-07,2.283626780503676e-07,2.4450959327111917e-07,0.0,2.3246951477987626e-07,8.946781436392276e-11,-9.86237891840756e-10,0.0199999999895226,115.6343994140625
2023-07-25 08:00:00,-2.6322940684460156e-10,-7.95234883529876e-10,2.919942061028762e-08,4.967512493446803e-12,2.3067784544748816e-07,5.636171384224608e-06,2.3064124098070698e-07,2.4636106971554845e-07,2.2795512276008292e-07,1.375935357464735e-09,7.946682720272075e-05,7.32165848042888e-05,1.2443925396391249e-08,4.908893950461002e-12,7.389668205463812e-05,4.4234561860888286e-10,2.295355047800276e-07,2.3067313449558992e-07,2.283626780503676e-07,2.447221025116204e-07,0.0,2.371131023590196e-07,-3.1635937926103775e-10,-9.160786616570353e-10,2.540000000008149,315.1365661621094
2023-07-25 09:00:00,-2.473628411705646e-10,-3.392223221675481e-10,2.6223061391790615e-08,4.897039422268226e-12,2.3183392729312368e-07,8.45425707633691e-06,2.3182222732391506e-07,2.4943926143211307e-07,3.0375416388189573e-07,9.632541701905854e-10,7.944138623963701e-05,7.322489910595333e-05,1.2509089408873764e-08,4.826224081229878e-12,7.390257127877355e-05,0.0,2.3050462703642454e-07,2.3183051591416287e-07,2.283626780503676e-07,2.4436413118700084e-07,0.0,2.420867879753532e-07,-1.9543519242341873e-10,-3.839410221402809e-10,10.980000000010476,381.5206298828125
2023-07-25 10:00:00,3.945532312071366e-10,3.485306208208185e-10,2.259255038040997e-08,4.627533026434766e-12,2.3295874143661608e-07,1.1272342768449215e-05,2.3296964732345556e-07,2.5276889673354427e-07,3.742616892644123e-07,1.1695119008980239e-09,7.94131615465881e-05,7.323059776290458e-05,1.2552070047893653e-08,4.546161327901069e-12,7.390447730492843e-05,0.0,2.3151319942407602e-07,2.3295877010366617e-07,2.283626780503676e-07,2.4599819581957894e-07,0.0,2.476443396929941e-07,4.774621077635868e-10,3.3017191440949847e-10,42.30999999999767,358.511474609375
2023-07-25 11:00:00,1.1858855382274573e-09,4.98912032730391e-10,1.9625399686715402e-08,4.409415906502905e-12,2.3418652678243343e-07,1.4090428460561519e-05,2.3419371265632287e-07,2.562357903711517e-07,4.3641866069291493e-07,1.885830296627235e-09,7.936866649236494e-05,7.322031330424342e-05,1.2208398618462576e-08,4.322859368378935e-12,7.389139903458711e-05,2.268267431504641e-09,2.3258108678665578e-07,2.341963786919813e-07,2.283626780503676e-07,2.460521230424004e-07,0.0,2.5130790249602954e-07,1.3278078223551766e-09,5.521355254967264e-10,81.63999999998487,214.72946166992188
2023-07-25 12:00:00,1.6913368291788316e-09,5.47278535198797e-10,1.7194921757384705e-08,4.2050593697146635e-12,2.3535768995561216e-07,1.690851415267382e-05,2.3454753091823293e-07,2.593707333772811e-07,4.879984531838161e-07,2.514314897652187e-09,7.930320707493628e-05,7.318842388082304e-05,1.1829622193595843e-08,4.109384519147176e-12,7.385664440321282e-05,3.872677832289082e-09,2.3362475059794766e-07,2.3537618975860403e-07,2.283626780503676e-07,2.465374910907714e-07,0.0,2.517167067312985e-07,1.860180858047244e-09,5.546600953903005e-10,115.5800000000163,222.20965576171875
2023-07-25 13:00:00,2.116901573411238e-09,8.958210161266722e-10,1.5134679203507534e-08,4.018093981410156e-12,2.3647333707612318e-07,2.818085692112304e-06,2.3526953652399404e-07,2.7811863257964833e-07,7.629846899417789e-07,3.2336949337948462e-09,7.923428961144062e-05,7.3150089991891e-05,1.1980788433852297e-08,3.912591482320233e-12,7.381522124731264e-05,3.754134833971651e-09,2.346489839688644e-07,2.3647456975927705e-07,2.3542853304899075e-07,2.44904732223904e-07,0.0,2.519780597111072e-07,2.378024967409238e-09,8.747549237225176e-10,131.70999999999185,179.0697784423828
2023-07-25 14:00:00,2.2926174419767487e-09,1.3651301882085599e-09,1.3747635146458824e-08,3.8966998510225686e-12,2.373435402412627e-07,5.636171384224608e-06,2.3589801666799913e-07,2.794689969207176e-07,7.483658030250016e-07,3.741520170445374e-09,7.915343999982015e-05,7.309527073529532e-05,1.2152185715243455e-08,3.783864772853527e-12,7.375723806034972e-05,2.229099552626997e-09,2.355154190834056e-07,2.3734832946836495e-07,2.3543317711110544e-07,2.4436977006245806e-07,0.0,2.512065096489065e-07,2.6535784372877988e-09,1.2475374966995792e-09,119.92999999999302,115.81845092773438
2023-07-25 15:00:00,2.5389595482714568e-09,1.7184334881403066e-09,1.2718834692241564e-08,3.807699159604428e-12,2.3804101651825387e-07,8.45425707633691e-06,2.3645940314342803e-07,2.8034875616864043e-07,7.194429566835508e-07,4.320596713401135e-09,7.90837488554802e-05,7.304542590165657e-05,1.2082556365600297e-08,3.68864574415118e-12,7.370523663153738e-05,3.3361451406006714e-11,2.3628174535422065e-07,2.380462339213704e-07,2.3543317711110544e-07,2.440176691327288e-07,0.0,2.4908774403455395e-07,2.952312107340879e-09,1.5235971471454437e-09,79.47000000000116,80.19027709960938
2023-07-25 16:00:00,2.8060228925336745e-09,1.2463027895320887e-09,1.201205564122538e-08,3.713374566764756e-12,2.3846627891083903e-07,1.1272342768449215e-05,2.3681002775400722e-07,2.807419188111249e-07,6.777474464845386e-07,4.307361179373555e-09,7.90488790736187e-05,7.302089757997882e-05,1.1970457830515157e-08,3.6015409258910195e-12,7.367866997675815e-05,0.0,2.3690998922281382e-07,2.384768730421642e-07,2.3543317711110544e-07,2.4223725248866275e-07,0.0,2.4690697419135884e-07,3.223002607780241e-09,9.304850983759288e-10,114.98000000001048,143.14059448242188
2023-07-25 17:00:00,2.8973540398447253e-09,8.046846869341979e-10,1.2069597316636624e-08,3.747017845410452e-12,2.3848805493624833e-07,1.4090428460561519e-05,2.3678464639675277e-07,2.8068698880667695e-07,6.252804886068029e-07,4.041794558576941e-09,7.903317592669449e-05,7.300678167892939e-05,1.221706757486561e-08,3.6437585409971066e-12,7.36642148202671e-05,0.0,2.3711782440311035e-07,2.385555876981956e-07,2.3543317711110544e-07,2.403193192133887e-07,0.0,2.437662035129866e-07,3.2630798043966273e-09,5.414142348035733e-10,119.42999999999302,192.6275329589844
2023-07-25 18:00:00,2.9629879532615158e-09,-5.518695295750248e-10,1.2665224523936195e-08,3.807743667661371e-12,2.3811476139924185e-07,1.690851415267382e-05,2.3647180185247365e-07,2.8027816548965633e-07,5.646376738213634e-07,3.6631676749020175e-09,7.90583563687519e-05,7.302333414144378e-05,1.2401571997735084e-08,3.708104389852926e-12,7.368021165048238e-05,6.894124308966179e-11,2.3711234215609415e-07,2.385543741264084e-07,2.3539310284642202e-07,2.3857057593668436e-07,0.0,2.3989326981557453e-07,3.4183124840879335e-09,-9.475742877303694e-10,100.57000000000698,196.1815490722656
2023-07-25 19:00:00,2.5812581555020217e-09,-2.085108702981133e-09,1.4405275806762709e-08,3.894267595185563e-12,2.3665622747805327e-07,2.818085692112304e-06,2.3538797399301312e-07,2.740259682841928e-07,1.0937661804718511e-07,4.148501964639794e-09,7.912570527893012e-05,7.305944458059621e-05,1.2359361468654837e-08,3.711806944326082e-12,7.371913117241649e-05,2.747848400942291e-09,2.3675536894965794e-07,2.3803631436229206e-07,2.3665622747805327e-07,2.3758805931858238e-07,0.0,2.3548761714547646e-07,3.275085332195409e-09,-2.997116960635812e-09,68.44999999998254,231.9447021484375
2023-07-25 20:00:00,2.049750802615989e-09,-2.8745505870502236e-09,1.5767005397700487e-08,3.691637444043753e-12,2.3471614327765934e-07,4.32745767384328e-06,2.344672058860539e-07,2.7006545163580654e-07,5.9105127068482326e-08,4.574481799721524e-09,7.920823587110049e-05,7.30941694787323e-05,1.221354087200569e-08,3.634941698378758e-12,7.375719920070924e-05,0.0,2.358344743183367e-07,2.3803631436229206e-07,2.3471343854753196e-07,2.3830452327878258e-07,0.0,2.3259250760902938e-07,2.7695411305769016e-09,-4.659523713467858e-09,33.18000000002212,183.96359252929688
2023-07-25 21:00:00,8.664823292415448e-10,-3.202023294805504e-09,1.6475785896918578e-08,3.649478418441382e-12,2.340413708240904e-07,4.327438761396246e-06,2.3394143827627628e-07,2.677321836429919e-07,3.939627865245309e-08,3.996508651874877e-09,7.93070199962415e-05,7.315172451948838e-05,1.2323131083238633e-08,3.6065762714706546e-12,7.38166454741847e-05,0.0,2.3526879071391692e-07,2.3803631436229206e-07,2.340413708240904e-07,2.384566914815899e-07,0.0,2.319838183980084e-07,1.0920608162582584e-09,-5.1520790191620566e-09,8.099999999976717,126.19503784179688
2023-07-25 22:00:00,-3.6179456434649823e-10,-2.4448015690208206e-09,1.7770689342625106e-08,3.680131321839495e-12,2.331979469240705e-07,4.327438761396246e-06,2.330715733498954e-07,2.661575172595537e-07,2.955780363018136e-08,3.0440462528237346e-09,7.935162907920414e-05,7.317107063485066e-05,1.2171959545212261e-08,3.6421367186090004e-12,7.383847228512786e-05,0.0,2.3462310141694182e-07,2.3803631436229206e-07,2.3315292306127813e-07,2.370661253467194e-07,0.0,2.308505382803292e-07,-7.170728154896757e-10,-3.762464784481733e-09,0.9900000000197906,98.33697509765624
2023-07-25 23:00:00,-2.0861473881048585e-09,-2.739292103225404e-09,2.012305171437407e-08,3.923691946991505e-12,2.3242524182031268e-07,4.327438761396246e-06,2.324495667821608e-07,2.645681166133806e-07,2.364624290414509e-08,4.804951997727025e-09,7.94225413804187e-05,7.32169773698782e-05,1.2082962100021784e-08,3.924356328811094e-12,7.388754178682324e-05,0.0,2.333446664023426e-07,2.3803631436229206e-07,2.3239039701514287e-07,2.3400564161208947e-07,0.0,2.3075672624631355e-07,-3.1250708860072946e-09,-4.008109962238008e-09,-0.0599999999976716,107.64903259277344
2023-07-26 00:00:00,-2.6924736586489478e-09,-2.9723074939233253e-09,2.7396188571810915e-08,4.629304531067977e-12,2.305981635943266e-07,4.327438761396246e-06,2.3061489213454254e-07,2.6245218033985195e-07,1.9701791453274144e-08,5.996849470862853e-09,7.947021697505081e-05,7.324285754807651e-05,1.2202421135058726e-08,4.636158637827977e-12,7.391966490136209e-05,5.38803090148524e-10,2.3104233789426646e-07,2.3803631436229206e-07,2.3055777774804662e-07,2.3328015291206637e-07,0.0,2.2929361430679278e-07,-4.190433498303998e-09,-4.257096633984771e-09,0.0,111.45489501953124
2023-07-26 01:00:00,-2.67015640808528e-09,-2.710740079594777e-09,3.076203715929741e-08,4.832503464187943e-12,2.2965609638777656e-07,0.0,2.2968717038910734e-07,2.473486497323982e-07,0.0,5.747918816121869e-09,7.954135329100087e-05,7.328228445498937e-05,1.231693670324978e-08,4.839823767998543e-12,7.396292764497752e-05,0.0,2.3004413132353383e-07,2.303698360771337e-07,2.2966478393769392e-07,2.351585931994769e-07,0.0,2.285088081221755e-07,-4.2279920663290025e-09,-3.856877489918658e-09,0.0,111.45489501953124
2023-07-26 02:00:00,-2.5366257997837697e-09,-2.529691894607784e-09,3.436047549601123e-08,5.172252677205162e-12,2.2912918256334593e-07,0.0,2.2915028532498427e-07,2.46933594238449e-07,0.0,5.19012535082683e-09,7.954656635464537e-05,7.327446451172691e-05,1.1821387099981526e-08,5.1517250660323155e-12,7.395655104517376e-05,0.0,2.294968194357798e-07,2.303698360771337e-07,2.2910678666393754e-07,2.356089974479613e-07,0.0,2.2798579138323082e-07,-3.986542948953029e-09,-3.688897297098874e-09,0.0,111.45489501953124
2023-07-26 03:00:00,-2.347479423592475e-09,-2.7381170735050166e-09,3.666126777285856e-08,5.322593032399295e-12,2.2866653417574544e-07,0.0,2.2870669649817742e-07,2.4616972014685484e-07,0.0,5.233030903059926e-09,7.955712998844764e-05,7.327387820781696e-05,1.1653567138763004e-08,5.28219378336256e-12,7.395653068466056e-05,0.0,2.2911137894841934e-07,2.303698360771337e-07,2.2866653417574544e-07,2.3494911117508804e-07,0.0,2.2754902216699034e-07,-3.689323703631127e-09,-3.958830304343344e-09,0.0,111.61200714111328
2023-07-26 04:00:00,-2.3135203129373283e-09,-2.526487514560863e-09,3.821089214038871e-08,5.365002966720532e-12,2.2823826949310958e-07,0.0,2.2824114768871824e-07,2.4546128809478906e-07,0.0,4.947163909559765e-09,7.956512382099213e-05,7.327268266573517e-05,1.1648463929578444e-08,5.31813930770568e-12,7.395633915150446e-05,0.0,2.2879788304587012e-07,2.303698360771337e-07,2.2823826949310958e-07,2.3442045735123605e-07,0.0,2.2706574374395634e-07,-3.5813471531900677e-09,-3.686132365282296e-09,0.0,111.16803741455078
2023-07-26 05:00:00,-2.319617420337339e-09,-2.348174336274925e-09,3.906482390952284e-08,5.356115786803356e-12,2.2796164819992593e-07,0.0,2.2797837212549582e-07,2.448040960139653e-07,0.0,4.537802968126268e-09,7.959592032606961e-05,7.329413639743802e-05,1.1651359977396812e-08,5.3050098259163026e-12,7.397887251075013e-05,0.0,2.2854774732971223e-07,2.303698360771337e-07,2.279521841602214e-07,2.3382507544132463e-07,0.0,2.2673932420496952e-07,-3.573141934290527e-09,-3.4696933432148443e-09,0.0,110.12124633789062
2023-07-26 06:00:00,-2.4955296487424343e-09,-1.9426035047044406e-09,3.8349642950039176e-08,5.394494675749273e-12,2.2831819359959141e-07,2.2462624223541625e-06,2.2830704213702063e-07,2.442614398344386e-07,4.040178799221146e-09,4.775516776807807e-09,7.962563589728428e-05,7.332345164017532e-05,1.1659951608191536e-08,5.282131312731384e-12,7.400869902077013e-05,0.0,2.2831718581108895e-07,2.303698360771337e-07,2.278908497373727e-07,2.3377981866779415e-07,0.0,2.2801913481374644e-07,-3.7274696143637325e-09,-2.803462339465483e-09,0.0,109.88180541992188
2023-07-26 07:00:00,-2.8822980500247472e-09,-2.1998720577841993e-09,3.3286107828308406e-08,5.310255359456082e-12,2.2984245638437202e-07,2.818085692112304e-06,2.2984705266806988e-07,2.453319194711175e-07,1.4968014408447806e-07,4.390198023122148e-09,7.960043514986231e-05,7.333978548868058e-05,1.1546243513903891e-08,5.223070588227551e-12,7.402334317822265e-05,0.0,2.2889163524387297e-07,2.2984245638437202e-07,2.2843674346650725e-07,2.344490864958341e-07,0.0,2.3202630448042915e-07,-3.5136182480621846e-09,-2.6370862714995082e-09,0.0599999999976716,113.37776184082033
